"Account_Number","Batch_Number","Lab_Number","PosNo","Assoc_Number","Line_Number","Date_Sampled","Date_Received","Date_Reported","Grower","Field_ID","Sample_ID","Submitted_by","Company","Address_1","Address_2","City_State_Zip","Depth_1","Depth_2","Depth_3","Soil_pH","Buffer_pH","Lime_Legume_T_A","Lime_Non_T_A","Excess_Lime","Soluble_Salts","OM_pct","NO3_D1_ppm","NO3_D1_lbs_A","NO3_D2_ppm","NO3_D2_lbs_A","NO3_D3_ppm","NO3_D3_lbs_A","NO3_Total_lbs_A","NO3_Total_Depth","Bray_P1_ppm","Bicarb_P_ppm","Bray_P2_ppm","Mehlich2_P_ppm","Mehlich3_P_ppm","SO4_ppm","ExchK_ppm","ExchCa_ppm","ExchMg_ppm","ExchNa_ppm","Zn_ppm","Fe_ppm","Mn_ppm","Cu_ppm","Boron_ppm","CEC_me_100g","Base_Sat_pct","H_Sat_pct","Ca_Sat_pct","Mg_Sat_pct","K_Sat_pct","Na_Sat_pct","SOL_Ca_me_L","SOL_Mg_me_L","SOL_Na_me_L","SAR","ESP","Gypsum_T_A","Sand_pct","Silt_pct","Clay_pct","Soil_Texture","Cl_D1_ppm","Cl_D1_lbs_A","Cl_D2_ppm","Cl_D2_lbs_A","Cl_Total_lbs_A","NH4_D1_ppm","NH4_D1_lbs_A","Al_ppm","Total_Nitrogen_pct","xCrop_Name","xCrop_Yield_Unit","xRec_N_lbs_A","xRec_P2O5_lbs_A","xRec_K2O_lbs_A","xRec_S_lbs_A","xRec_Zn_lbs_A","xRec_MgO_lbs_A","xRec_Fe_lbs_A","xRec_Mn_lbs_A","xRec_Cu_lbs_A","xRec_B_lbs_A","xRec_Cl_lbs_A","xRec_Lime_T_A","HM_As_ppm","HM_Ba_ppm","HM_Cd_ppm","HM_Cr_ppm","HM_Co_ppm","HM_Pb_ppm","HM_Mo_ppm","HM_Ni_ppm","HM_Se_ppm","HM_Ag_ppm"
"42150","080307","708343","12","708339","5","","8/3/2007","8/7/2007","PCP PALERMO CA","F4-3","","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","25-36","","","8.8","","","","N","1.18","0.8","0.8","3","","","","","","","","9","","","","43","66","1000","433","1286","0.0","31.4","13.8","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","080307","708344","13","708339","6","","8/3/2007","8/7/2007","PCP PALERMO CA","F4-4","","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","37-48","","","8.7","","","","N","1.62","0.8","0.7","2","","","","","","","","4","","","","55","72","970","457","1255","0.0","34.9","16.0","1.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","080307","708345","14","708345","1","","8/3/2007","8/7/2007","PCP PALERMO CA","F5-1","","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-12","","","7.8","","","","N","0.78","1.5","10.6","38","","","","","38","12","","10","","","","8","281","1180","152","336","0.6","62.8","32.0","2.2","","9.3","100","0","62","14","8","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","080307","708346","15","708345","2","","8/3/2007","8/7/2007","PCP PALERMO CA","F5-2","","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","13-24","","","8.5","","","","L","0.82","0.9","4.0","13","","","","","","","","7","","","","12","108","1290","289","464","0.7","76.0","59.7","1.5","","11.2","100","0","58","22","2","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","080307","708347","16","708345","3","","8/3/2007","8/7/2007","PCP PALERMO CA","F5-3","","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","25-36","","","8.3","","","","N","1.52","1.0","5.4","18","","","","","","","","7","","","","64","86","1190","394","742","0.3","44.2","23.4","1.3","","12.7","100","0","47","26","2","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","080307","708348","17","708345","4","","8/3/2007","8/7/2007","PCP PALERMO CA","F5-4","","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","37-48","","","8.3","","","","N","1.26","0.9","3.8","13","","","","","","","","6","","","","63","58","1200","417","758","0.1","29.0","12.9","1.1","","12.9","100","0","46","27","1","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","080307","708349","18","708345","5","","8/3/2007","8/7/2007","PCP PALERMO CA","F6-1","","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-12","","","7.6","","","","N","0.96","1.3","7.5","27","","","","","27","12","","15","","","","23","446","1070","148","298","0.3","106.0","71.9","2.1","","9.0","100","0","59","14","13","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","080307","708350","19","708345","6","","8/3/2007","8/7/2007","PCP PALERMO CA","F6-2","","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","13-24","","","7.7","","","","N","0.82","1.3","6.4","21","","","","","","","","16","","","","30","451","1230","197","489","0.4","75.6","45.8","1.8","","11.1","100","0","56","15","10","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","080307","708351","20","708351","1","","8/3/2007","8/7/2007","PCP PALERMO CA","F6-3","","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","25-36","","","8.0","","","","N","0.86","1.3","5.1","17","","","","","","","","15","","","","41","197","1110","287","482","0.3","51.4","23.6","1.4","","10.5","100","0","52","23","5","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","080307","708352","21","708351","2","","8/3/2007","8/7/2007","PCP PALERMO CA","F6-4","","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","37-48","","","8.1","","","","N","1.06","0.6","3.3","11","","","","","","","","10","","","","26","91","1080","290","527","0.6","34.0","17.5","1.4","","10.3","100","0","53","23","2","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","080307","708353","22","708351","3","","8/3/2007","8/7/2007","PCP PALERMO CA","F7-1","","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-12","","","6.4","6.7","0.0","0.0","N","1.26","2.4","3.9","14","","","","","14","12","","19","","","","114","552","820","245","187","0.7","71.5","25.3","3.1","","11.4","74","26","37","18","12","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","080307","708354","23","708351","4","","8/3/2007","8/7/2007","PCP PALERMO CA","F7-2","","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","13-24","","","7.3","","","","N","0.48","1.3","6.3","21","","","","","","","","16","","","","7","475","780","253","335","0.6","37.5","20.8","3.1","","8.7","100","0","45","24","14","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","080307","708355","24","708351","5","","8/3/2007","8/7/2007","PCP PALERMO CA","F7-3","","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","25-36","","","7.5","","","","N","1.04","1.3","4.4","15","","","","","","","","12","","","","39","334","1110","314","340","0.6","29.7","16.7","2.1","","10.5","100","0","53","25","8","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","080307","708356","25","708351","6","","8/3/2007","8/7/2007","PCP PALERMO CA","F7-4","","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","37-48","","","7.3","","","","N","0.98","1.5","5.5","18","","","","","","","","15","","","","39","304","1260","353","296","0.3","31.1","11.3","1.8","","11.3","100","0","56","26","7","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740752","112","740752","1","","11/28/2007","12/5/2007","PCP","F2","1 FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-12","","","7.9","","","","N","1.22","1.6","14.2","51","","","","","51","12","","24","","","","91","516","1160","110","304","1.3","17.7","7.7","2.0","","9.4","100","0","62","10","14","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740753","113","740752","2","","11/28/2007","12/5/2007","PCP","F2","2 FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","12-24","","","8.1","","","","N","0.72","1.1","5.0","18","","","","","","","","14","","","","60","195","1220","264","611","0.6","14.4","5.9","1.4","","11.5","100","0","54","19","4","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740754","114","740752","3","","11/28/2007","12/5/2007","PCP","F2","3 FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","24-36","","","8.0","","","","N","0.96","0.8","3.0","11","","","","","","","","9","","","","68","77","1180","357","842","0.3","14.3","4.5","1.1","","12.7","100","0","46","23","2","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740755","115","740752","4","","11/28/2007","12/5/2007","PCP","F2","4FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","36-48","","","8.1","","","","N","1.14","0.9","3.5","13","","","","","","","","10","","","","81","77","1120","351","839","0.3","13.6","3.7","1.0","","12.4","100","0","45","24","2","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740756","116","740756","1","","11/28/2007","12/5/2007","PCP","F3","1FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-12","","","7.8","","","","N","0.68","2.9","10.9","39","","","","","39","12","","17","","","","15","603","1120","123","410","1.9","30.8","17.3","2.9","","10.0","100","0","57","10","15","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740757","117","740756","2","","11/28/2007","12/5/2007","PCP","F3","2FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","12-24","","","8.0","","","","N","0.64","1.7","4.2","15","","","","","","","","12","","","","15","349","970","162","378","1.3","23.0","16.1","2.8","","8.7","100","0","55","16","10","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740758","118","740756","3","","11/28/2007","12/5/2007","PCP","F3","3FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","24-36","","","8.0","","","","N","0.62","2.0","4.1","15","","","","","","","","13","","","","13","509","1260","175","486","1.3","25.1","13.7","2.8","","11.2","100","0","56","13","12","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740759","119","740756","4","","11/28/2007","12/5/2007","PCP","F3","4FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","36-48","","","8.2","","","","N","0.66","0.9","0.5","2","","","","","","","","9","","","","33","87","1030","344","723","0.5","17.0","7.2","1.5","","11.4","100","0","45","25","2","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740760","120","740760","1","","11/28/2007","12/5/2007","PCP","F4","1FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-12","","","8.1","","","","N","0.84","2.1","15.8","57","","","","","57","12","","17","","","","17","490","1090","102","492","1.0","43.1","16.9","2.4","","9.7","100","0","56","9","13","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740761","121","740760","2","","11/28/2007","12/5/2007","PCP","F4","2FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","12-24","","","8.3","","","","N","0.70","1.2","6.4","23","","","","","","","","11","","","","11","231","1160","130","409","0.5","26.4","12.3","2.0","","9.3","100","0","63","12","6","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740762","122","740760","3","","11/28/2007","12/5/2007","PCP","F4","3FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","24-36","","","8.3","","","","N","0.66","1.0","7.6","27","","","","","","","","9","","","","13","177","1320","166","478","0.3","19.0","9.8","1.6","","10.5","100","0","63","13","4","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740763","123","740760","4","","11/28/2007","12/5/2007","PCP","F4","4FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","36-48","","","8.1","","","","N","0.60","0.7","1.8","6","","","","","","","","9","","","","43","92","1400","330","490","0.2","17.9","5.5","1.3","","12.1","100","0","57","23","2","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740764","124","740764","1","","11/28/2007","12/5/2007","PCP","F5","1FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-12","","","7.5","","","","N","1.04","2.3","16.7","60","","","","","60","12","","18","","","","78","349","1120","112","357","1.8","44.5","16.2","2.8","","9.0","100","0","63","10","10","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740765","125","740764","2","","11/28/2007","12/5/2007","PCP","F5","2FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","12-24","","","7.4","","","","N","1.04","2.4","9.5","34","","","","","","","","20","","","","91","415","1220","83","356","1.9","45.2","16.1","2.8","","9.4","100","0","66","7","11","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740766","126","740764","3","","11/28/2007","12/5/2007","PCP","F5","3FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","24-36","","","7.8","","","","N","0.92","1.6","8.4","30","","","","","","","","15","","","","85","327","1540","111","457","1.1","31.0","12.2","2.2","","11.5","100","0","68","8","7","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740767","127","740764","4","","11/28/2007","12/5/2007","PCP","F5","4FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","36-48","","","8.1","","","","N","1.00","1.2","4.4","16","","","","","","","","13","","","","70","168","1210","213","484","0.7","26.2","14.5","2.1","","10.4","100","0","59","17","4","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740768","128","740768","1","","11/28/2007","12/5/2007","PCP","F6","1FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-12","","","7.6","","","","N","0.80","1.7","8.7","31","","","","","31","12","","17","","","","54","571","1140","132","373","1.0","49.8","12.0","3.3","","9.9","100","0","58","11","15","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740769","129","740768","2","","11/28/2007","12/5/2007","PCP","F6","2FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","12-24","","","7.6","","","","N","0.54","1.3","5.3","19","","","","","","","","15","","","","45","412","1030","126","361","0.7","46.1","13.1","3.0","","8.8","100","0","58","12","12","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740770","130","740768","3","","11/28/2007","12/5/2007","PCP","F6","3FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","24-36","","","7.4","","","","N","0.74","1.3","5.3","19","","","","","","","","14","","","","49","305","1170","176","469","0.7","50.7","13.8","2.9","","10.1","100","0","57","15","8","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740771","131","740768","4","","11/28/2007","12/5/2007","PCP","F6","4FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","36-48","","","7.7","","","","N","0.70","0.9","1.9","7","","","","","","","","9","","","","41","222","1180","247","716","0.4","40.9","13.0","2.4","","11.6","100","0","50","18","5","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740772","132","740772","1","","11/28/2007","12/5/2007","PCP","F7","1FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","0-12","","","7.9","","","","N","0.66","1.5","8.6","31","","","","","31","12","","18","","","","64","588","980","347","651","0.9","68.5","14.3","4.8","","12.1","100","0","41","24","12","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740773","133","740772","2","","11/28/2007","12/5/2007","PCP","F7","2FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","12-24","","","7.9","","","","N","0.68","1.3","12.0","43","","","","","","","","15","","","","63","451","850","283","516","0.6","51.4","16.0","4.0","","10.0","100","0","42","24","12","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740774","134","740772","3","","11/28/2007","12/5/2007","PCP","F7","3FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","24-36","","","8.1","","","","N","0.84","1.0","6.1","22","","","","","","","","11","","","","55","181","970","359","512","0.4","25.2","10.4","2.5","","10.5","100","0","47","28","4","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42150","113007","740775","135","740772","4","","11/28/2007","12/5/2007","PCP","F7","4FT","MITCH JOHNS","COLLEGE OF AGRICULTURE","CALIFORNIA ST UNIVERSITY-CHICO","","CHICO CA  95929 0310","36-48","","","8.1","","","","N","0.88","0.9","4.7","17","","","","","","","","10","","","","56","137","1090","404","521","0.3","19.6","8.0","1.9","","11.4","100","0","47","30","3","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
